order_id,user_id,order_date,city_tier,pincode,order_value_inr,cart_value,discount_amount,shipping_fee,item_category,payment_method,time_of_day,device_os,app_version,seller_type,warehouse_zone,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,is_first_order,new_vs_returning_user,rto_status
ORD1216205,U147353,2024-06-11 06:14:23,Tier 3,489056,780,840,60,0,Beauty,CoD,Morning,Android,6.3.1,Marketplace_3P,South,4.2,2,1059,17,1,0.059,31490,8,1,False,Returning,True
ORD1283555,U107176,2024-06-11 06:57:35,Tier 1,133396,9360,10420,1060,0,Appliances,Prepaid,Morning,Android,6.2.0,Local_SmallSeller,South,7.9,2,1119,19,5,0.263,21010,16,5,False,Returning,False
ORD1171021,U172349,2024-06-11 08:28:16,Tier 2,639671,5040,5830,790,0,Mobiles,CoD,Morning,Android,6.4.0,Local_SmallSeller,South,10.8,1,23,1,1,1.0,970,1,1,True,New,False
ORD1339571,U110136,2024-06-11 09:19:22,Tier 1,649935,3960,4770,810,0,Electronics,Prepaid,Morning,Android,6.5.2,Local_SmallSeller,East,9.9,1,415,3,0,0.0,14970,2,0,False,Returning,False
ORD1198855,U109221,2024-06-11 12:08:11,Tier 2,288209,670,840,170,0,Fashion,Prepaid,Afternoon,Android,6.3.1,Marketplace_3P,East,1.2,2,646,12,0,0.0,20340,9,0,False,Returning,False
ORD1475529,U106690,2024-06-11 13:33:05,Tier 2,343270,8260,9540,1280,0,Mobiles,CoD,Afternoon,Android,6.5.2,Marketplace_3P,North,21.0,1,677,7,3,0.429,9390,5,3,False,Returning,False
ORD1497563,U152098,2024-06-11 17:00:43,Tier 1,804602,380,440,60,40,Toys,CoD,Evening,Android,6.2.0,Local_SmallSeller,South,4.4,1,719,9,0,0.0,21320,7,0,False,Returning,False
ORD1205957,U201458,2024-06-11 22:17:55,Tier 2,136368,11750,15710,3960,0,Mobiles,CoD,Late_Night,iOS,6.4.0,Marketplace_3P,West,9.5,1,932,13,1,0.077,35820,3,1,False,Returning,False
ORD1433743,U193304,2024-06-11 22:24:35,Tier 1,656012,21140,25340,4200,0,Electronics,Prepaid,Late_Night,Android,6.5.2,Flagship_1P,East,22.3,3,223,1,0,0.0,2210,1,0,True,New,False
ORD1449213,U136918,2024-06-11 22:46:54,Tier 1,391603,2560,2780,220,0,Footwear,CoD,Late_Night,Android,6.3.1,Marketplace_3P,West,1.9,1,780,8,0,0.0,23550,4,0,False,Returning,True
ORD1247775,U118389,2024-06-12 00:11:23,Tier 1,405055,2140,2330,190,0,Fashion,CoD,Late_Night,Android,6.2.0,Flagship_1P,North,6.5,1,328,5,2,0.4,18960,4,2,False,Returning,False
ORD1070632,U157764,2024-06-12 02:16:48,Tier 3,224432,1120,1450,330,0,Fashion,Prepaid,Late_Night,Android,6.3.1,Marketplace_3P,Central,20.0,1,480,6,1,0.167,900,2,1,False,Returning,True
ORD1156991,U140388,2024-06-12 04:18:51,Tier 2,214867,13780,13870,90,0,Appliances,Prepaid,Late_Night,iOS,6.5.2,Marketplace_3P,East,6.2,1,793,10,1,0.1,8270,8,1,False,Returning,False
ORD1484198,U181107,2024-06-12 06:20:27,Tier 1,784315,2020,2100,80,0,Home & Kitchen,Prepaid,Morning,Android,7.0.0,Marketplace_3P,North,4.3,3,1129,16,6,0.375,12110,8,6,False,Returning,False
ORD1424772,U106374,2024-06-12 07:05:57,Tier 2,189952,1730,1920,190,0,Fashion,Prepaid,Morning,Android,6.3.1,Flagship_1P,East,7.7,1,219,4,2,0.5,17370,3,2,False,Returning,False
ORD1048244,U143937,2024-06-12 12:09:53,Tier 1,805324,640,770,130,0,Beauty,Prepaid,Afternoon,Android,7.0.0,Marketplace_3P,East,6.7,1,818,10,4,0.4,10910,4,3,False,Returning,False
ORD1335208,U122042,2024-06-12 13:19:02,Tier 1,199304,2060,2090,30,0,Fashion,Prepaid,Afternoon,Android,6.5.2,Marketplace_3P,West,4.9,2,1401,15,7,0.467,24090,12,7,False,Returning,False
ORD1340972,U211854,2024-06-12 14:12:57,Tier 2,854593,760,890,130,0,Beauty,CoD,Afternoon,iOS,6.3.1,Flagship_1P,Central,14.7,1,495,4,0,0.0,1810,3,0,False,Returning,True
ORD1236358,U180443,2024-06-12 14:13:58,Tier 1,158699,10220,12440,2220,0,Appliances,Prepaid,Afternoon,Android,6.2.0,Flagship_1P,West,15.3,1,1228,15,3,0.2,24710,12,3,False,Returning,False
ORD1213741,U153039,2024-06-12 18:30:08,Tier 2,644253,900,1190,290,0,Books,Prepaid,Evening,Android,6.5.2,Local_SmallSeller,South,25.8,1,660,4,0,0.0,9320,3,0,False,Returning,False
ORD1215923,U136833,2024-06-12 19:21:58,Tier 2,666872,1490,1620,130,0,Fashion,CoD,Evening,iOS,6.5.2,Marketplace_3P,South,11.9,1,520,5,1,0.2,11980,4,1,False,Returning,False
ORD1457954,U217044,2024-06-12 19:32:29,Tier 3,617928,5050,5640,590,0,Footwear,CoD,Evening,Android,7.0.0,Marketplace_3P,Central,15.0,1,90,2,1,0.5,2080,1,1,False,Returning,False
ORD1279461,U135151,2024-06-12 21:50:58,Tier 3,292321,9010,9190,180,0,Electronics,CoD,Evening,Android,6.4.0,Marketplace_3P,North,6.1,1,1229,22,3,0.136,35060,12,3,False,Returning,False
ORD1450174,U123756,2024-06-13 00:03:25,Tier 1,544277,650,720,70,0,Books,Prepaid,Late_Night,Android,6.4.0,Marketplace_3P,South,6.8,1,73,2,2,1.0,400,2,1,False,Returning,False
ORD1114031,U139325,2024-06-13 00:13:21,Tier 3,226494,1490,1810,320,0,Fashion,CoD,Late_Night,Android,6.2.0,Marketplace_3P,West,65.4,1,1347,9,3,0.333,10880,5,3,False,Returning,False
ORD1341975,U216207,2024-06-13 00:22:55,Tier 1,626287,1230,1530,300,0,Fashion,CoD,Late_Night,Android,6.4.0,Local_SmallSeller,South,13.9,1,880,10,2,0.2,10960,4,2,False,Returning,False
ORD1221699,U108783,2024-06-13 03:48:58,Tier 1,271720,320,360,40,40,Books,CoD,Late_Night,iOS,6.4.0,Local_SmallSeller,South,8.7,2,396,4,0,0.0,4770,2,0,False,Returning,False
ORD1134889,U118841,2024-06-13 06:26:32,Tier 3,414019,1310,1710,400,0,Grocery,CoD,Morning,iOS,6.2.0,Marketplace_3P,Central,12.2,1,719,12,1,0.083,5000,3,1,False,Returning,False
ORD1161052,U120383,2024-06-13 06:49:36,Tier 3,318886,1310,1420,110,0,Fashion,Prepaid,Morning,Android,6.2.0,Local_SmallSeller,West,29.9,1,927,12,3,0.25,4400,5,3,False,Returning,False
ORD1145106,U150583,2024-06-13 07:11:00,Tier 1,607501,1040,1180,140,0,Beauty,CoD,Morning,Android,6.4.0,Local_SmallSeller,North,3.2,2,31,1,0,0.0,560,0,0,True,New,False
ORD1455597,U114631,2024-06-13 08:15:16,Tier 2,553319,310,380,70,60,Grocery,Prepaid,Morning,Android,6.5.2,Local_SmallSeller,South,4.6,1,1250,17,9,0.529,19000,12,7,False,Returning,False
ORD1072319,U193444,2024-06-13 10:29:01,Tier 3,328993,870,1130,260,0,Beauty,Prepaid,Morning,Android,7.0.0,Marketplace_3P,Central,24.4,1,274,4,2,0.5,8650,2,1,False,Returning,False
ORD1383962,U168965,2024-06-13 10:47:04,Tier 2,654150,2430,2920,490,0,Fashion,Prepaid,Morning,Android,6.2.0,Flagship_1P,Central,10.9,1,988,11,1,0.091,14240,7,1,False,Returning,False
ORD1389120,U127004,2024-06-13 12:51:55,Tier 1,457107,1090,1290,200,0,Grocery,CoD,Afternoon,Android,6.3.1,Local_SmallSeller,East,3.1,2,850,9,0,0.0,9970,3,0,False,Returning,False
ORD1203868,U170276,2024-06-13 14:14:02,Tier 1,843127,530,660,130,0,Toys,Prepaid,Afternoon,Android,6.4.0,Marketplace_3P,South,3.2,1,1284,13,0,0.0,7680,6,0,False,Returning,False
ORD1177470,U141306,2024-06-13 15:13:05,Tier 1,391734,2580,3280,700,0,Footwear,Prepaid,Afternoon,Android,6.2.0,Marketplace_3P,West,4.9,1,958,9,1,0.111,12340,8,1,False,Returning,False
ORD1038647,U167494,2024-06-13 19:44:26,Tier 1,592788,960,1280,320,0,Fashion,Prepaid,Evening,Android,6.3.1,Marketplace_3P,Central,13.8,3,513,8,3,0.375,25430,3,2,False,Returning,False
ORD1496362,U119476,2024-06-13 19:56:41,Tier 1,766242,1940,2350,410,0,Fashion,Prepaid,Evening,Android,6.4.0,Marketplace_3P,East,3.0,2,933,9,5,0.556,13970,7,4,False,Returning,False
ORD1123433,U115928,2024-06-13 20:54:50,Tier 2,531393,730,740,10,0,Grocery,Prepaid,Evening,Android,6.3.1,Flagship_1P,West,10.1,2,241,4,2,0.5,8570,1,1,False,Returning,False
ORD1331844,U141775,2024-06-13 21:11:46,Tier 3,177708,530,550,20,0,Grocery,CoD,Evening,iOS,6.2.0,Marketplace_3P,Central,14.0,1,1472,17,2,0.118,73650,11,2,False,Returning,False
ORD1169256,U140216,2024-06-13 22:22:50,Tier 2,239439,1340,1370,30,0,Home & Kitchen,CoD,Late_Night,Android,6.3.1,Marketplace_3P,Central,14.3,1,1029,10,1,0.1,33030,7,1,False,Returning,True
ORD1350964,U106938,2024-06-13 22:41:17,Tier 1,252446,1870,2220,350,0,Fashion,CoD,Late_Night,Android,6.5.2,Local_SmallSeller,East,8.9,2,1191,26,9,0.346,27770,22,9,False,Returning,False
ORD1137864,U114727,2024-06-13 23:42:28,Tier 1,284875,9660,10960,1300,0,Mobiles,Prepaid,Late_Night,Android,6.5.2,Marketplace_3P,North,4.2,1,631,11,0,0.0,17510,9,0,False,Returning,False
ORD1043398,U138431,2024-06-13 23:53:28,Tier 3,568603,2340,2980,640,0,Home & Kitchen,CoD,Late_Night,iOS,6.4.0,Flagship_1P,North,41.3,1,571,3,1,0.333,2030,2,1,False,Returning,False
ORD1362941,U208762,2024-06-14 00:26:22,Tier 1,419805,890,1050,160,0,Grocery,Prepaid,Late_Night,Android,6.2.0,Flagship_1P,North,7.0,1,602,7,1,0.143,6420,3,1,False,Returning,False
ORD1188687,U159361,2024-06-14 00:36:06,Tier 1,738751,12390,13410,1020,0,Mobiles,Prepaid,Late_Night,iOS,6.5.2,Marketplace_3P,North,5.4,1,1116,19,3,0.158,40460,10,3,False,Returning,False
ORD1008671,U140716,2024-06-14 01:50:07,Tier 1,221952,780,1040,260,0,Fashion,Prepaid,Late_Night,Android,6.2.0,Local_SmallSeller,North,8.0,1,422,5,0,0.0,2490,2,0,False,Returning,False
ORD1139859,U180915,2024-06-14 03:10:59,Tier 1,226404,12570,12700,130,0,Mobiles,CoD,Late_Night,Android,7.0.0,Marketplace_3P,North,14.7,2,15,1,0,0.0,2350,0,0,True,New,True
ORD1376102,U155863,2024-06-14 04:38:06,Tier 2,740693,1560,1980,420,0,Footwear,Prepaid,Late_Night,Android,6.3.1,Flagship_1P,South,29.0,1,172,2,1,0.5,1150,1,1,False,Returning,False
ORD1259675,U190494,2024-06-14 06:18:43,Tier 2,840684,790,810,20,0,Toys,CoD,Morning,Android,6.4.0,Marketplace_3P,South,25.3,1,655,9,1,0.111,17190,3,1,False,Returning,False
ORD1357378,U201681,2024-06-14 08:07:22,Tier 2,630876,4060,5020,960,0,Footwear,CoD,Morning,Android,6.2.0,Marketplace_3P,Central,13.4,1,329,3,0,0.0,8510,2,0,False,Returning,False
ORD1313992,U166046,2024-06-14 12:11:06,Tier 3,272013,5190,6110,920,0,Electronics,Prepaid,Afternoon,Android,6.3.1,Marketplace_3P,West,8.1,1,985,12,0,0.0,12810,7,0,False,Returning,False
ORD1174432,U124005,2024-06-14 14:26:10,Tier 1,125989,4530,5210,680,0,Electronics,Prepaid,Afternoon,Android,6.4.0,Flagship_1P,North,1.3,1,415,3,1,0.333,2520,2,1,False,Returning,False
ORD1294678,U133069,2024-06-14 16:46:20,Tier 1,326164,590,790,200,0,Beauty,Prepaid,Afternoon,Android,7.0.0,Flagship_1P,East,12.5,1,73,2,0,0.0,1820,1,0,False,Returning,False
ORD1472296,U197575,2024-06-14 20:00:25,Tier 3,594397,680,800,120,0,Books,CoD,Evening,Android,6.5.2,Marketplace_3P,Central,52.9,3,242,5,2,0.4,1130,1,1,False,Returning,False
ORD1125905,U219706,2024-06-14 20:14:50,Tier 3,361262,990,1150,160,0,Footwear,Prepaid,Evening,Android,7.0.0,Local_SmallSeller,North,7.2,1,741,8,2,0.25,9640,4,2,False,Returning,False
ORD1314725,U107217,2024-06-15 03:27:25,Tier 3,289404,710,920,210,0,Beauty,CoD,Late_Night,Android,7.0.0,Marketplace_3P,North,17.4,2,299,4,0,0.0,26020,1,0,False,Returning,False
ORD1266090,U119861,2024-06-15 03:34:20,Tier 2,739411,1270,1380,110,0,Mobiles,Prepaid,Late_Night,Android,6.2.0,Marketplace_3P,South,21.1,1,1198,17,6,0.353,23120,11,6,False,Returning,False
ORD1016715,U102233,2024-06-15 04:54:44,Tier 2,311909,830,840,10,0,Toys,Prepaid,Late_Night,Android,6.3.1,Marketplace_3P,North,1.8,1,207,6,5,0.833,13020,2,2,False,Returning,False
ORD1037920,U157991,2024-06-15 05:28:37,Tier 2,720420,1120,1360,240,0,Fashion,Prepaid,Morning,iOS,6.2.0,Marketplace_3P,North,4.1,1,130,3,1,0.333,11030,3,1,False,Returning,False
ORD1200424,U161473,2024-06-15 08:11:03,Tier 2,786552,800,1030,230,0,Grocery,CoD,Morning,Android,6.3.1,Flagship_1P,Central,9.2,1,1395,14,0,0.0,32420,6,0,False,Returning,False
ORD1363038,U103118,2024-06-15 08:37:06,Tier 3,313700,950,1200,250,0,Beauty,CoD,Morning,iOS,6.3.1,Marketplace_3P,North,39.2,1,36,1,0,0.0,2130,1,0,True,New,True
ORD1478443,U125431,2024-06-15 08:59:48,Tier 1,454344,700,820,120,0,Toys,Prepaid,Morning,Android,6.2.0,Marketplace_3P,East,5.1,1,45,1,0,0.0,1260,1,0,True,New,False
ORD1374252,U163565,2024-06-15 13:37:36,Tier 2,285080,1510,1660,150,0,Toys,CoD,Afternoon,Android,6.2.0,Local_SmallSeller,West,8.9,1,962,10,0,0.0,16670,9,0,False,Returning,False
ORD1105090,U116336,2024-06-15 22:35:35,Tier 3,283772,2750,3520,770,0,Fashion,CoD,Late_Night,iOS,6.3.1,Local_SmallSeller,East,11.3,2,304,7,0,0.0,29510,3,0,False,Returning,False
ORD1155545,U127758,2024-06-16 00:14:27,Tier 2,432054,690,710,20,0,Grocery,Prepaid,Late_Night,Android,6.2.0,Local_SmallSeller,East,6.0,1,487,7,0,0.0,36670,3,0,False,Returning,False
ORD1430440,U113806,2024-06-16 02:06:39,Tier 2,346862,1090,1160,70,0,Home & Kitchen,Prepaid,Late_Night,iOS,7.0.0,Flagship_1P,North,23.0,1,476,4,1,0.25,2480,3,1,False,Returning,False
ORD1246035,U156651,2024-06-16 05:33:34,Tier 2,755335,500,660,160,0,Books,CoD,Morning,Android,6.3.1,Marketplace_3P,South,11.7,3,224,5,0,0.0,3370,2,0,False,Returning,False
ORD1480649,U150602,2024-06-16 06:03:44,Tier 3,802377,2070,2100,30,0,Toys,CoD,Morning,Android,6.3.1,Marketplace_3P,West,20.2,1,856,15,4,0.267,25680,12,4,False,Returning,False
ORD1252542,U175772,2024-06-16 06:20:05,Tier 2,801360,4280,4890,610,0,Fashion,Prepaid,Morning,Android,6.5.2,Marketplace_3P,South,3.2,1,519,7,0,0.0,18200,4,0,False,Returning,False
ORD1301287,U148465,2024-06-16 07:03:04,Tier 3,447389,11480,12010,530,0,Electronics,CoD,Morning,iOS,7.0.0,Marketplace_3P,North,22.0,2,446,6,0,0.0,4310,5,0,False,Returning,True
ORD1007619,U207419,2024-06-16 15:07:55,Tier 2,689391,1030,1130,100,0,Grocery,CoD,Afternoon,Android,6.5.2,Marketplace_3P,Central,2.9,1,29,2,1,0.5,650,2,1,False,Returning,False
ORD1493421,U196454,2024-06-16 16:42:03,Tier 3,700581,260,330,70,0,Grocery,CoD,Afternoon,Android,6.3.1,Marketplace_3P,West,14.0,1,1033,14,1,0.071,32170,12,1,False,Returning,False
ORD1354985,U168505,2024-06-16 17:52:25,Tier 2,188640,800,930,130,0,Fashion,CoD,Evening,iOS,6.5.2,Marketplace_3P,South,12.9,1,831,15,4,0.267,38920,11,4,False,Returning,False
ORD1052818,U199449,2024-06-16 18:14:23,Tier 2,718181,1180,1190,10,0,Grocery,Prepaid,Evening,Android,6.3.1,Flagship_1P,North,5.2,1,303,8,3,0.375,13420,7,3,False,Returning,False
ORD1395278,U128555,2024-06-16 18:37:13,Tier 2,605419,500,530,30,0,Fashion,CoD,Evening,iOS,6.2.0,Marketplace_3P,North,26.2,1,1494,13,3,0.231,36310,3,2,False,Returning,False
ORD1450182,U152343,2024-06-16 18:40:31,Tier 3,548279,370,380,10,40,Books,CoD,Evening,Android,6.3.1,Marketplace_3P,East,14.9,3,1118,13,1,0.077,7190,9,1,False,Returning,True
ORD1187268,U135478,2024-06-16 20:19:36,Tier 1,313316,340,420,80,40,Grocery,CoD,Evening,Android,7.0.0,Local_SmallSeller,West,15.8,1,812,9,0,0.0,12000,7,0,False,Returning,False
ORD1297619,U181802,2024-06-16 20:44:57,Tier 1,768159,4070,4710,640,0,Fashion,Prepaid,Evening,Android,6.4.0,Local_SmallSeller,South,1.9,1,51,3,0,0.0,14770,2,0,False,Returning,False
ORD1404844,U127538,2024-06-16 20:51:09,Tier 2,187001,14220,17450,3230,0,Appliances,CoD,Evening,iOS,6.4.0,Flagship_1P,North,19.1,1,527,7,2,0.286,1920,4,2,False,Returning,False
ORD1420238,U168542,2024-06-16 21:03:48,Tier 2,743801,30660,35000,4340,0,Mobiles,Prepaid,Evening,Android,6.5.2,Local_SmallSeller,South,13.4,1,1163,11,3,0.273,6370,7,3,False,Returning,False
ORD1093046,U188765,2024-06-16 22:06:59,Tier 2,283690,2030,2540,510,0,Fashion,Prepaid,Late_Night,Android,6.3.1,Marketplace_3P,South,19.5,1,431,10,8,0.8,22100,3,2,False,Returning,False
ORD1046374,U129639,2024-06-16 22:14:06,Tier 2,195016,10780,11790,1010,0,Appliances,Prepaid,Late_Night,Android,6.5.2,Flagship_1P,Central,14.4,3,1249,18,3,0.167,10660,15,3,False,Returning,False
ORD1009725,U144298,2024-06-16 22:54:18,Tier 2,448832,5090,5260,170,0,Mobiles,CoD,Late_Night,Android,6.2.0,Flagship_1P,Central,11.4,1,1088,6,0,0.0,6870,5,0,False,Returning,False
ORD1345910,U108970,2024-06-16 23:10:02,Tier 2,187822,760,790,30,0,Toys,CoD,Late_Night,Android,6.5.2,Marketplace_3P,Central,15.6,1,421,7,4,0.571,19720,5,4,False,Returning,False
ORD1336742,U103860,2024-06-16 23:32:25,Tier 1,516025,3430,4080,650,0,Fashion,Prepaid,Late_Night,Android,6.4.0,Marketplace_3P,North,4.2,1,816,11,1,0.091,19770,5,1,False,Returning,False
ORD1174828,U179656,2024-06-16 23:54:41,Tier 1,173552,26620,33340,6720,0,Mobiles,Prepaid,Late_Night,iOS,6.3.1,Marketplace_3P,Central,2.5,1,167,6,1,0.167,8690,1,1,False,Returning,False
ORD1373057,U195162,2024-06-17 02:13:08,Tier 1,581601,2550,3300,750,0,Footwear,Prepaid,Late_Night,Android,6.4.0,Local_SmallSeller,West,10.4,1,1370,18,2,0.111,22810,9,2,False,Returning,False
ORD1404277,U155168,2024-06-17 03:57:04,Tier 2,814838,1350,1420,70,0,Fashion,CoD,Late_Night,Android,6.3.1,Local_SmallSeller,East,4.0,1,1480,18,4,0.222,18940,12,4,False,Returning,False
ORD1476916,U111661,2024-06-17 05:24:47,Tier 2,208978,660,760,100,0,Books,CoD,Morning,Android,6.3.1,Local_SmallSeller,East,7.0,1,1325,15,6,0.4,28050,5,3,False,Returning,False
ORD1147523,U101873,2024-06-17 09:47:37,Tier 3,278321,3320,4040,720,0,Home & Kitchen,CoD,Morning,Android,7.0.0,Local_SmallSeller,North,14.2,2,1412,19,2,0.105,47180,14,2,False,Returning,False
ORD1066456,U102768,2024-06-17 09:53:07,Tier 1,277715,560,680,120,0,Books,Prepaid,Morning,Android,6.5.2,Flagship_1P,North,10.9,1,718,13,7,0.538,8130,10,7,False,Returning,False
ORD1108486,U192093,2024-06-17 11:15:23,Tier 3,589976,2530,3100,570,0,Fashion,CoD,Morning,Android,6.5.2,Marketplace_3P,South,12.6,1,465,9,0,0.0,8110,2,0,False,Returning,True
ORD1042947,U162597,2024-06-17 11:37:39,Tier 2,137943,410,520,110,0,Toys,CoD,Morning,Android,6.2.0,Flagship_1P,South,17.2,1,472,5,2,0.4,8710,3,2,False,Returning,False
ORD1153228,U168889,2024-06-17 12:03:25,Tier 2,582876,21040,23750,2710,0,Mobiles,CoD,Afternoon,iOS,6.4.0,Local_SmallSeller,South,9.1,1,1371,19,5,0.263,4660,9,5,False,Returning,False
ORD1123452,U203120,2024-06-17 15:32:17,Tier 2,624974,7670,8590,920,0,Electronics,CoD,Afternoon,Android,6.3.1,Local_SmallSeller,West,2.0,1,614,7,3,0.429,3970,2,2,False,Returning,False
ORD1263936,U194498,2024-06-17 15:41:35,Tier 3,278413,1200,1330,130,0,Fashion,Prepaid,Afternoon,Android,7.0.0,Flagship_1P,Central,22.6,1,825,9,0,0.0,24810,4,0,False,Returning,False
ORD1471586,U159835,2024-06-17 19:45:02,Tier 2,660936,1580,1710,130,0,Footwear,CoD,Evening,Android,6.3.1,Flagship_1P,North,8.4,2,1076,12,2,0.167,15360,3,2,False,Returning,False
ORD1299973,U180857,2024-06-17 20:00:35,Tier 3,752551,7350,7510,160,0,Electronics,CoD,Evening,Android,6.4.0,Marketplace_3P,East,16.8,1,776,9,1,0.111,24110,6,1,False,Returning,True
ORD1054268,U162622,2024-06-17 20:31:14,Tier 2,280327,3080,4130,1050,0,Footwear,CoD,Evening,iOS,6.3.1,Marketplace_3P,North,15.5,1,1214,11,4,0.364,42900,4,4,False,Returning,True
ORD1115633,U146354,2024-06-17 21:48:25,Tier 3,314701,2920,3480,560,0,Fashion,CoD,Evening,Android,7.0.0,Flagship_1P,East,18.3,1,524,6,1,0.167,3150,2,1,False,Returning,False
ORD1136142,U100181,2024-06-17 23:49:02,Tier 3,498302,6720,7110,390,0,Electronics,CoD,Late_Night,Android,6.4.0,Local_SmallSeller,East,11.9,1,229,5,1,0.2,12800,3,1,False,Returning,True
ORD1219456,U123794,2024-06-18 04:04:22,Tier 1,619428,5420,6580,1160,0,Home & Kitchen,Prepaid,Late_Night,iOS,7.0.0,Local_SmallSeller,West,9.1,2,384,5,1,0.2,9220,2,1,False,Returning,False
ORD1134518,U103584,2024-06-18 04:15:22,Tier 2,489818,6500,6580,80,0,Mobiles,CoD,Late_Night,Android,6.3.1,Marketplace_3P,East,8.9,3,1129,9,2,0.222,12560,3,2,False,Returning,False
ORD1331340,U153743,2024-06-18 05:08:13,Tier 2,731772,2250,2870,620,0,Home & Kitchen,CoD,Morning,Android,7.0.0,Marketplace_3P,North,2.7,3,781,20,0,0.0,39530,8,0,False,Returning,False
ORD1336216,U170131,2024-06-18 06:01:28,Tier 3,407235,3600,4580,980,0,Electronics,Prepaid,Morning,iOS,7.0.0,Local_SmallSeller,Central,4.8,3,918,9,0,0.0,24990,3,0,False,Returning,False
ORD1138067,U116731,2024-06-18 07:10:10,Tier 2,252963,1750,1880,130,0,Fashion,Prepaid,Morning,Android,6.5.2,Marketplace_3P,South,8.2,1,1298,21,6,0.286,55130,18,6,False,Returning,False
ORD1020980,U172392,2024-06-18 13:17:00,Tier 3,324075,1060,1310,250,0,Fashion,Prepaid,Afternoon,Android,6.5.2,Local_SmallSeller,West,41.2,1,1418,22,6,0.273,129230,17,6,False,Returning,False
ORD1008035,U106318,2024-06-18 13:52:04,Tier 1,805255,3550,3760,210,0,Home & Kitchen,Prepaid,Afternoon,iOS,6.3.1,Marketplace_3P,North,2.9,1,699,8,2,0.25,14240,5,2,False,Returning,False
ORD1372661,U163304,2024-06-18 15:38:39,Tier 2,737884,32410,34350,1940,0,Mobiles,CoD,Afternoon,Android,6.4.0,Flagship_1P,West,16.7,1,921,5,1,0.2,5160,2,1,False,Returning,False
ORD1415439,U115493,2024-06-18 17:22:06,Tier 2,765494,1020,1050,30,0,Fashion,Prepaid,Evening,Android,6.4.0,Marketplace_3P,North,8.1,1,1287,14,5,0.357,19290,11,5,False,Returning,False
ORD1280781,U211386,2024-06-18 18:55:05,Tier 1,620959,5940,6980,1040,0,Electronics,Prepaid,Evening,Android,7.0.0,Marketplace_3P,Central,8.8,1,1026,11,2,0.182,18320,5,2,False,Returning,False
ORD1456408,U119947,2024-06-18 18:58:44,Tier 1,175603,6610,8440,1830,0,Electronics,Prepaid,Evening,Android,7.0.0,Local_SmallSeller,East,3.5,1,994,8,3,0.375,2630,4,3,False,Returning,False
ORD1222916,U185143,2024-06-18 19:52:40,Tier 1,681482,1860,2460,600,0,Home & Kitchen,Prepaid,Evening,Android,6.4.0,Marketplace_3P,West,6.4,2,423,5,0,0.0,11100,4,0,False,Returning,False
ORD1013506,U170798,2024-06-18 23:12:10,Tier 2,645441,2350,2780,430,0,Fashion,Prepaid,Late_Night,Android,7.0.0,Local_SmallSeller,South,3.8,1,687,7,1,0.143,33300,4,1,False,Returning,False
ORD1170018,U213693,2024-06-19 03:19:17,Tier 1,131197,1440,1830,390,0,Toys,Prepaid,Late_Night,iOS,7.0.0,Flagship_1P,Central,1.3,1,986,11,2,0.182,48060,5,2,False,Returning,True
ORD1130217,U146354,2024-06-19 06:21:26,Tier 2,440755,10550,13520,2970,0,Mobiles,CoD,Morning,Android,6.4.0,Flagship_1P,East,18.9,1,524,6,1,0.167,3150,2,1,False,Returning,False
ORD1055689,U132301,2024-06-19 11:43:28,Tier 1,114412,1430,1540,110,0,Fashion,Prepaid,Morning,iOS,6.3.1,Marketplace_3P,Central,5.3,1,785,9,2,0.222,2800,5,2,False,Returning,False
ORD1149060,U148136,2024-06-19 12:44:43,Tier 2,474756,450,590,140,60,Toys,CoD,Afternoon,Android,6.3.1,Marketplace_3P,East,4.5,1,10,1,0,0.0,2230,0,0,True,New,False
ORD1367420,U199600,2024-06-19 13:42:54,Tier 3,195581,9620,10080,460,0,Electronics,CoD,Afternoon,iOS,6.4.0,Flagship_1P,South,11.1,1,1333,19,6,0.316,90640,8,6,False,Returning,True
ORD1193677,U205342,2024-06-19 16:37:19,Tier 1,452375,4700,6140,1440,0,Electronics,Prepaid,Afternoon,Android,6.4.0,Marketplace_3P,East,12.7,1,383,6,3,0.5,2920,2,1,False,Returning,False
ORD1340104,U162278,2024-06-19 19:10:50,Tier 2,532920,1280,1680,400,0,Fashion,CoD,Evening,Android,6.5.2,Marketplace_3P,West,32.0,1,862,10,2,0.2,16410,5,2,False,Returning,False
ORD1423036,U156242,2024-06-19 21:47:09,Tier 3,509304,1360,1540,180,0,Beauty,CoD,Evening,Android,6.3.1,Local_SmallSeller,South,17.2,1,750,12,4,0.333,34250,9,4,False,Returning,False
ORD1443601,U182343,2024-06-19 23:56:15,Tier 3,704258,540,650,110,0,Grocery,CoD,Late_Night,Android,6.2.0,Flagship_1P,East,10.5,1,930,14,1,0.071,6350,5,1,False,Returning,False
ORD1014389,U141898,2024-06-20 00:10:38,Tier 2,229952,4710,4860,150,0,Appliances,CoD,Late_Night,Android,6.5.2,Local_SmallSeller,East,16.7,1,81,2,0,0.0,580,1,0,False,Returning,False
ORD1248030,U198169,2024-06-20 02:09:49,Tier 2,852920,5860,7540,1680,0,Appliances,CoD,Late_Night,iOS,6.5.2,Marketplace_3P,South,11.3,2,491,7,2,0.286,2160,4,2,False,Returning,False
