order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band
1830,2040,210,0,1.3,1,732,11,2,0.182,14330,5,2,14,3,Tier 1,Home & Kitchen,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,1.8,Low
570,610,40,0,7.6,1,347,2,0,0.0,1070,1,0,0,2,Tier 1,Grocery,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,3.9,Low
3530,4050,520,0,8.2,1,1197,11,4,0.364,71160,7,4,20,4,Tier 1,Electronics,CoD,Evening,Android,Marketplace_3P,South,Returning,0,8.7,Low
1040,1200,160,0,24.8,1,1129,16,6,0.375,12110,8,6,7,4,Tier 2,Fashion,CoD,Morning,Android,Flagship_1P,Central,Returning,1,13.7,Low
840,1090,250,0,2.9,1,47,1,0,0.0,2520,1,0,20,6,Tier 2,Fashion,Prepaid,Evening,Android,Local_SmallSeller,Central,New,0,5.5,Low
13380,16390,3010,0,37.2,1,269,3,2,0.667,1060,1,1,10,3,Tier 3,Mobiles,CoD,Morning,Android,Local_SmallSeller,West,Returning,1,47.4,High
3090,3690,600,0,17.9,1,162,4,1,0.25,10180,1,1,4,6,Tier 1,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,Central,Returning,1,7.6,Low
7810,9660,1850,0,6.3,3,964,9,1,0.111,6710,3,1,11,2,Tier 1,Mobiles,Prepaid,Morning,iOS,Local_SmallSeller,East,Returning,0,5.5,Low
1960,2030,70,0,2.4,1,837,9,3,0.333,11180,2,2,15,4,Tier 3,Fashion,Prepaid,Afternoon,Android,Flagship_1P,Central,Returning,0,4.4,Low
19470,25720,6250,0,19.5,1,1228,11,2,0.182,28550,9,2,7,3,Tier 3,Electronics,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,30.0,Medium
2640,3340,700,0,2.5,1,206,2,0,0.0,3380,2,0,20,4,Tier 2,Electronics,CoD,Evening,Android,Flagship_1P,South,Returning,0,11.0,Low
360,470,110,40,24.1,1,630,6,0,0.0,23940,4,0,17,2,Tier 2,Beauty,CoD,Evening,Android,Marketplace_3P,East,Returning,0,9.7,Low
2500,2600,100,0,7.4,1,238,6,2,0.333,28250,5,2,16,6,Tier 2,Home & Kitchen,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,4.0,Low
1900,2290,390,0,27.5,2,279,4,1,0.25,2720,1,1,3,0,Tier 1,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,7.3,Low
17400,19780,2380,0,9.3,2,1437,18,4,0.222,40060,4,3,8,6,Tier 1,Mobiles,CoD,Morning,Android,Local_SmallSeller,South,Returning,1,14.8,Low
1380,1700,320,0,21.4,1,984,13,2,0.154,23820,7,2,7,3,Tier 2,Beauty,CoD,Morning,Android,Local_SmallSeller,South,Returning,0,11.0,Low
4010,5150,1140,0,27.2,2,396,4,0,0.0,4770,2,0,6,4,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Flagship_1P,Central,Returning,0,5.4,Low
1970,2140,170,0,7.0,2,1166,16,5,0.312,39530,6,5,0,3,Tier 3,Footwear,CoD,Late_Night,iOS,Marketplace_3P,Central,Returning,1,17.5,Low
1470,1950,480,0,8.3,1,287,3,0,0.0,4780,2,0,9,0,Tier 2,Footwear,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,3.7,Low
3780,4870,1090,0,22.0,1,1014,15,1,0.067,8560,8,1,17,0,Tier 2,Home & Kitchen,CoD,Evening,Android,Local_SmallSeller,South,Returning,0,11.0,Low
1330,1360,30,0,18.1,1,345,6,0,0.0,10960,4,0,8,6,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,West,Returning,0,9.7,Low
10510,11700,1190,0,3.6,1,769,10,1,0.1,32920,9,1,7,0,Tier 1,Mobiles,Prepaid,Morning,Android,Local_SmallSeller,West,Returning,0,5.4,Low
820,830,10,0,32.1,1,618,8,2,0.25,11170,7,2,0,3,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,South,Returning,1,20.2,Medium
13400,18050,4650,0,15.2,1,1238,14,1,0.071,15600,10,1,3,6,Tier 3,Mobiles,CoD,Late_Night,Android,Marketplace_3P,South,Returning,1,26.9,Medium
720,770,50,0,9.4,1,281,6,1,0.167,2560,4,1,12,6,Tier 1,Beauty,Prepaid,Afternoon,Android,Flagship_1P,South,Returning,0,2.6,Low
11670,14170,2500,0,11.2,1,1077,21,4,0.19,40210,6,4,23,4,Tier 3,Mobiles,CoD,Late_Night,Android,Local_SmallSeller,East,Returning,1,28.7,Medium
5140,5300,160,0,2.2,1,976,11,1,0.091,24770,7,1,22,3,Tier 1,Electronics,Prepaid,Late_Night,Android,Flagship_1P,Central,Returning,0,3.7,Low
530,710,180,0,20.3,1,950,9,1,0.111,18570,2,1,23,3,Tier 2,Grocery,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,13.2,Low
1190,1330,140,0,3.6,2,164,5,4,0.8,4910,4,3,12,4,Tier 1,Footwear,Prepaid,Afternoon,Android,Local_SmallSeller,South,Returning,1,4.0,Low
2890,3220,330,0,5.9,3,1049,11,2,0.182,3700,9,2,0,0,Tier 2,Home & Kitchen,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,11.0,Low
2230,2880,650,0,8.1,1,696,6,4,0.667,15550,5,4,9,0,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,East,Returning,0,14.8,Low
15170,18690,3520,0,6.7,1,468,2,1,0.5,1890,2,1,17,5,Tier 3,Appliances,CoD,Evening,Android,Flagship_1P,South,Returning,1,25.5,Medium
1830,2300,470,0,9.6,1,188,3,0,0.0,2160,1,0,11,4,Tier 2,Toys,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,4.0,Low
1230,1610,380,0,3.9,1,328,2,0,0.0,3220,1,0,22,2,Tier 2,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,Central,Returning,0,5.4,Low
8970,9320,350,0,2.7,1,176,4,0,0.0,3710,2,0,7,0,Tier 1,Mobiles,Prepaid,Morning,Android,Flagship_1P,Central,Returning,0,4.0,Low
6060,7380,1320,0,11.7,1,363,4,1,0.25,6710,1,1,10,0,Tier 3,Mobiles,CoD,Morning,iOS,Marketplace_3P,West,Returning,1,24.7,Medium
180,240,60,40,13.0,1,414,5,3,0.6,3660,4,2,20,3,Tier 1,Books,Prepaid,Evening,iOS,Local_SmallSeller,North,Returning,0,4.4,Low
1410,1710,300,0,12.8,1,415,3,1,0.333,2520,2,1,6,0,Tier 3,Fashion,CoD,Morning,iOS,Flagship_1P,East,Returning,0,16.8,Low
800,900,100,0,26.0,1,646,7,1,0.143,4790,3,1,21,6,Tier 2,Grocery,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,11.0,Low
800,1010,210,0,4.6,1,722,7,0,0.0,8480,3,0,4,5,Tier 2,Beauty,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,8.7,Low
19020,24730,5710,0,4.9,1,532,2,1,0.5,2930,2,1,18,3,Tier 3,Mobiles,CoD,Evening,iOS,Flagship_1P,West,Returning,0,26.7,Medium
680,810,130,0,8.3,1,981,11,0,0.0,15010,6,0,4,2,Tier 3,Home & Kitchen,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,4.0,Low
1540,1620,80,0,11.2,1,758,6,0,0.0,8150,4,0,3,3,Tier 1,Footwear,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,9.7,Low
990,1060,70,0,30.8,1,84,4,0,0.0,1420,3,0,8,4,Tier 3,Footwear,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,7.6,Low
1030,1090,60,0,4.0,2,126,1,0,0.0,1240,0,0,13,4,Tier 2,Toys,CoD,Afternoon,Android,Local_SmallSeller,South,New,0,15.9,Low
1350,1650,300,0,8.7,1,934,13,2,0.154,2380,11,2,21,6,Tier 2,Fashion,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,3.0,Low
3650,3690,40,0,8.2,2,646,11,1,0.091,1530,4,1,12,0,Tier 2,Home & Kitchen,Prepaid,Afternoon,iOS,Flagship_1P,South,Returning,0,4.0,Low
410,450,40,0,16.4,1,6,1,1,1.0,2560,1,1,1,5,Tier 2,Toys,CoD,Late_Night,Android,Local_SmallSeller,South,New,1,26.9,Medium
7310,9450,2140,0,12.7,1,433,6,1,0.167,9100,3,1,23,2,Tier 3,Electronics,CoD,Late_Night,iOS,Local_SmallSeller,Central,Returning,1,68.3,High
1200,1560,360,0,14.3,2,555,9,2,0.222,21810,4,2,7,3,Tier 3,Fashion,CoD,Morning,Android,Marketplace_3P,North,Returning,1,13.7,Low
16210,17730,1520,0,2.2,2,357,7,1,0.143,4110,3,1,22,3,Tier 2,Mobiles,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,8.7,Low
2740,3420,680,0,11.2,1,527,5,1,0.2,10080,4,1,11,4,Tier 2,Beauty,Prepaid,Morning,iOS,Marketplace_3P,Central,Returning,0,4.0,Low
520,570,50,0,12.3,2,357,7,2,0.286,1370,3,2,5,0,Tier 2,Beauty,CoD,Morning,Android,Flagship_1P,West,Returning,0,11.0,Low
380,460,80,60,3.0,1,429,8,3,0.375,16670,5,3,17,1,Tier 2,Books,Prepaid,Evening,iOS,Flagship_1P,South,Returning,0,3.7,Low
1340,1730,390,0,37.7,1,854,10,3,0.3,16570,9,3,1,6,Tier 2,Grocery,Prepaid,Late_Night,Android,Marketplace_3P,South,Returning,0,6.7,Low
3020,3240,220,0,17.2,2,1344,15,11,0.733,21890,6,4,15,6,Tier 3,Electronics,CoD,Afternoon,Android,Local_SmallSeller,South,Returning,0,30.0,Medium
10230,12200,1970,0,37.6,1,626,9,1,0.111,54310,4,1,0,1,Tier 3,Electronics,CoD,Late_Night,iOS,Marketplace_3P,West,Returning,1,68.3,High
12170,12300,130,0,38.0,1,876,7,3,0.429,10720,6,3,9,1,Tier 3,Mobiles,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,14.8,Low
9550,11760,2210,0,2.8,3,937,13,1,0.077,77860,7,1,1,0,Tier 2,Electronics,Prepaid,Late_Night,iOS,Marketplace_3P,South,Returning,1,7.9,Low
6430,7470,1040,0,8.6,1,429,8,3,0.375,1710,2,1,2,2,Tier 2,Electronics,CoD,Late_Night,iOS,Marketplace_3P,Central,Returning,1,24.7,Medium
1190,1410,220,0,8.8,1,53,2,0,0.0,3070,1,0,19,3,Tier 1,Grocery,Prepaid,Evening,Android,Flagship_1P,Central,Returning,0,2.6,Low
14820,17100,2280,0,9.5,1,605,15,6,0.4,9730,10,5,19,1,Tier 2,Mobiles,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,16.8,Low
940,1090,150,0,5.9,2,534,10,1,0.1,29130,5,1,0,0,Tier 2,Beauty,CoD,Late_Night,iOS,Flagship_1P,East,Returning,0,8.7,Low
4310,4790,480,0,7.4,1,365,9,1,0.111,22110,3,1,2,1,Tier 1,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,North,Returning,0,4.0,Low
6800,7500,700,0,8.8,1,518,7,2,0.286,1460,3,2,5,0,Tier 2,Electronics,CoD,Morning,Android,Marketplace_3P,West,Returning,0,14.8,Low
7110,7310,200,0,22.8,1,543,6,0,0.0,18970,2,0,9,3,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,West,Returning,1,26.9,Medium
2290,2450,160,0,12.4,1,1013,15,3,0.2,28650,11,3,13,4,Tier 2,Home & Kitchen,CoD,Afternoon,Android,Local_SmallSeller,North,Returning,0,9.7,Low
3520,3820,300,0,26.6,1,191,5,0,0.0,2680,3,0,11,1,Tier 3,Electronics,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,9.7,Low
670,880,210,0,40.5,1,751,7,1,0.143,4320,3,1,22,2,Tier 3,Fashion,CoD,Late_Night,Android,Local_SmallSeller,North,Returning,0,24.7,Medium
2870,3230,360,0,23.1,3,134,1,0,0.0,650,0,0,20,1,Tier 2,Fashion,Prepaid,Evening,Android,Flagship_1P,South,New,1,13.7,Low
1850,2180,330,0,6.5,1,1105,11,1,0.091,11720,10,1,13,6,Tier 1,Home & Kitchen,Prepaid,Afternoon,Android,Marketplace_3P,Central,Returning,0,1.8,Low
690,750,60,0,19.0,2,1395,14,1,0.071,15630,6,1,13,3,Tier 2,Grocery,CoD,Afternoon,Android,Local_SmallSeller,West,Returning,0,11.0,Low
3490,3830,340,0,31.5,2,879,10,4,0.4,7210,3,2,15,5,Tier 3,Footwear,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,0,24.7,Medium
850,1050,200,0,15.0,1,970,7,0,0.0,15780,6,0,11,0,Tier 3,Fashion,CoD,Morning,iOS,Marketplace_3P,Central,Returning,1,11.0,Low
3430,4500,1070,0,18.3,1,920,10,3,0.3,2460,2,2,19,4,Tier 2,Electronics,CoD,Evening,Android,Marketplace_3P,West,Returning,0,13.7,Low
11220,15030,3810,0,6.8,2,621,11,2,0.182,13570,5,2,10,0,Tier 1,Mobiles,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,0,6.7,Low
1020,1220,200,0,7.9,1,688,8,1,0.125,11100,2,1,14,2,Tier 1,Home & Kitchen,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,5.4,Low
990,1330,340,0,2.6,1,103,1,1,1.0,330,1,1,19,5,Tier 1,Fashion,Prepaid,Evening,iOS,Flagship_1P,North,New,0,3.7,Low
5600,7050,1450,0,1.1,1,1062,10,1,0.1,11200,4,1,18,2,Tier 2,Electronics,CoD,Evening,Android,Marketplace_3P,North,Returning,0,9.7,Low
20940,28180,7240,0,6.8,1,603,7,4,0.571,2180,2,2,17,3,Tier 1,Mobiles,CoD,Evening,iOS,Marketplace_3P,South,Returning,0,19.6,Low
13720,14990,1270,0,9.5,1,789,10,1,0.1,28220,4,1,2,5,Tier 1,Electronics,Prepaid,Late_Night,Android,Flagship_1P,South,Returning,0,7.3,Low
3440,4210,770,0,21.8,2,1400,20,4,0.2,31340,13,4,18,4,Tier 3,Beauty,CoD,Evening,iOS,Local_SmallSeller,East,Returning,1,19.6,Low
2670,3100,430,0,1.7,2,25,2,1,0.5,4760,1,1,13,2,Tier 1,Electronics,CoD,Afternoon,Android,Marketplace_3P,North,Returning,0,12.3,Low
930,930,0,0,16.4,1,27,1,0,0.0,1490,1,0,1,6,Tier 3,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,West,New,0,14.8,Low
1150,1450,300,0,34.5,1,1097,14,3,0.214,7820,12,3,19,1,Tier 2,Footwear,CoD,Evening,Android,Marketplace_3P,East,Returning,0,9.7,Low
530,710,180,0,25.9,1,1430,13,3,0.231,23010,4,2,21,0,Tier 3,Footwear,CoD,Evening,Android,Flagship_1P,South,Returning,0,13.7,Low
810,960,150,0,7.4,1,1286,24,6,0.25,12430,12,6,7,4,Tier 2,Fashion,CoD,Morning,iOS,Marketplace_3P,Central,Returning,1,7.3,Low
1180,1530,350,0,6.6,1,678,4,0,0.0,6430,1,0,12,3,Tier 1,Grocery,Prepaid,Afternoon,iOS,Marketplace_3P,North,Returning,0,2.3,Low
990,1210,220,0,15.6,1,991,15,5,0.333,17350,4,3,22,2,Tier 3,Grocery,Prepaid,Late_Night,iOS,Local_SmallSeller,West,Returning,0,8.7,Low
12940,13980,1040,0,19.8,1,472,5,2,0.4,8710,3,2,15,2,Tier 2,Mobiles,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,9.7,Low
2220,2900,680,0,2.7,1,916,10,5,0.5,14480,5,4,1,1,Tier 3,Home & Kitchen,CoD,Late_Night,iOS,Marketplace_3P,West,Returning,0,19.6,Low
9390,10650,1260,0,43.7,1,1045,16,1,0.062,12670,5,1,4,0,Tier 2,Mobiles,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,20.2,Medium
1950,2300,350,0,5.1,1,1471,20,15,0.75,25370,7,4,22,5,Tier 1,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,11.0,Low
9240,10950,1710,0,5.0,1,253,4,0,0.0,7860,1,0,2,3,Tier 1,Appliances,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,5.5,Low
2400,2860,460,0,1.5,3,166,6,0,0.0,7620,3,0,11,3,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,3.0,Low
2090,2130,40,0,0.9,1,1025,18,2,0.111,27200,10,2,20,0,Tier 1,Beauty,Prepaid,Evening,Android,Local_SmallSeller,North,Returning,0,1.8,Low
1860,1990,130,0,10.7,1,171,3,1,0.333,3360,1,1,22,4,Tier 1,Fashion,CoD,Late_Night,Android,Local_SmallSeller,South,Returning,0,14.8,Low
560,700,140,0,30.8,1,770,13,2,0.154,9730,11,2,16,6,Tier 2,Grocery,Prepaid,Afternoon,Android,Flagship_1P,South,Returning,0,4.4,Low
3870,4980,1110,0,30.7,3,1252,14,3,0.214,1550,8,3,7,1,Tier 1,Fashion,CoD,Morning,Android,Marketplace_3P,East,Returning,1,12.3,Low
1880,2460,580,0,7.0,1,826,7,0,0.0,24690,2,0,19,0,Tier 1,Toys,CoD,Evening,iOS,Marketplace_3P,South,Returning,0,5.5,Low
1080,1350,270,0,11.1,1,817,13,3,0.231,11160,4,2,15,5,Tier 1,Fashion,Prepaid,Afternoon,iOS,Flagship_1P,North,Returning,0,2.3,Low
1240,1670,430,0,26.4,1,1401,22,14,0.636,36390,6,6,0,4,Tier 3,Grocery,CoD,Late_Night,Android,Local_SmallSeller,North,Returning,0,30.0,Medium
720,820,100,0,11.2,2,304,4,1,0.25,4960,1,1,9,5,Tier 1,Footwear,Prepaid,Morning,iOS,Local_SmallSeller,West,Returning,0,4.0,Low
2370,2720,350,0,5.4,1,429,3,1,0.333,6150,2,1,23,3,Tier 1,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,4.0,Low
1510,1920,410,0,15.9,1,791,9,4,0.444,22950,8,4,3,6,Tier 2,Home & Kitchen,CoD,Late_Night,iOS,Marketplace_3P,South,Returning,0,14.8,Low
600,780,180,0,15.7,2,471,4,0,0.0,5730,3,0,14,4,Tier 2,Fashion,CoD,Afternoon,iOS,Flagship_1P,Central,Returning,0,11.0,Low
590,660,70,0,3.4,1,1043,17,3,0.176,19690,9,3,3,5,Tier 2,Fashion,Prepaid,Late_Night,iOS,Local_SmallSeller,West,Returning,0,4.0,Low
2280,2450,170,0,9.1,1,572,5,0,0.0,4100,3,0,13,1,Tier 2,Fashion,Prepaid,Afternoon,iOS,Flagship_1P,East,Returning,0,3.9,Low
1230,1520,290,0,23.1,1,324,2,0,0.0,1360,1,0,19,0,Tier 2,Home & Kitchen,CoD,Evening,Android,Marketplace_3P,North,Returning,0,12.3,Low
5030,5150,120,0,6.5,1,1003,8,2,0.25,1130,5,2,23,5,Tier 3,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,16.8,Low
350,390,40,0,12.4,1,601,4,1,0.25,2590,2,1,3,6,Tier 2,Beauty,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,13.7,Low
2680,3220,540,0,9.6,3,1307,24,6,0.25,11070,15,6,22,6,Tier 2,Electronics,Prepaid,Late_Night,Android,Local_SmallSeller,East,Returning,0,7.6,Low
2290,2630,340,0,1.3,1,585,10,1,0.1,4370,8,1,2,2,Tier 1,Home & Kitchen,Prepaid,Late_Night,iOS,Marketplace_3P,East,Returning,0,2.6,Low
1400,1760,360,0,7.5,1,497,6,1,0.167,15650,1,1,1,1,Tier 1,Fashion,CoD,Late_Night,Android,Marketplace_3P,North,Returning,1,9.7,Low
6780,6950,170,0,41.9,1,467,3,2,0.667,4830,1,1,23,4,Tier 3,Mobiles,CoD,Late_Night,iOS,Flagship_1P,North,Returning,0,47.4,High
2370,3050,680,0,35.1,1,316,3,0,0.0,3280,2,0,8,5,Tier 2,Home & Kitchen,Prepaid,Morning,Android,Local_SmallSeller,Central,Returning,0,7.3,Low
750,950,200,0,13.0,1,1429,14,1,0.071,4760,8,1,1,3,Tier 1,Toys,CoD,Late_Night,Android,Local_SmallSeller,East,Returning,0,9.7,Low
300,300,0,0,9.2,1,55,1,0,0.0,5530,1,0,10,3,Tier 1,Beauty,CoD,Morning,Android,Local_SmallSeller,Central,New,0,13.7,Low
570,580,10,0,12.0,1,883,12,0,0.0,3900,8,0,3,1,Tier 2,Beauty,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,8.7,Low
1650,1900,250,0,15.2,1,1425,20,4,0.2,55430,10,4,7,1,Tier 2,Fashion,CoD,Morning,iOS,Marketplace_3P,East,Returning,0,8.7,Low
490,580,90,40,13.0,1,723,8,2,0.25,15460,3,2,5,3,Tier 1,Beauty,Prepaid,Morning,iOS,Flagship_1P,Central,Returning,0,2.6,Low
1110,1340,230,0,7.1,1,711,13,5,0.385,8730,3,2,9,2,Tier 1,Fashion,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,8.7,Low
760,910,150,0,5.2,1,255,5,3,0.6,4440,4,3,16,5,Tier 2,Beauty,Prepaid,Afternoon,Android,Flagship_1P,West,Returning,0,5.2,Low
5470,7350,1880,0,8.8,1,1488,13,3,0.231,22860,5,3,8,0,Tier 2,Electronics,Prepaid,Morning,Android,Flagship_1P,East,Returning,0,5.2,Low
3430,4520,1090,0,44.9,1,1497,15,4,0.267,6990,7,4,4,0,Tier 3,Footwear,Prepaid,Late_Night,iOS,Marketplace_3P,North,Returning,0,8.7,Low
3280,3960,680,0,12.8,1,554,11,0,0.0,25720,7,0,3,6,Tier 1,Mobiles,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,8.7,Low
560,720,160,0,8.1,1,75,2,0,0.0,2070,2,0,12,1,Tier 2,Toys,CoD,Afternoon,Android,Flagship_1P,East,Returning,0,8.7,Low
13590,14500,910,0,4.7,1,610,6,0,0.0,16780,5,0,23,3,Tier 1,Electronics,Prepaid,Late_Night,Android,Local_SmallSeller,North,Returning,0,7.6,Low
490,660,170,60,8.5,2,780,6,0,0.0,2210,1,0,17,0,Tier 3,Books,CoD,Evening,Android,Local_SmallSeller,South,Returning,0,13.7,Low
5940,6980,1040,0,8.8,1,1026,11,2,0.182,18320,5,2,18,1,Tier 1,Electronics,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,3.9,Low
6340,8090,1750,0,9.5,1,1385,21,5,0.238,40760,16,5,15,5,Tier 1,Mobiles,Prepaid,Afternoon,iOS,Local_SmallSeller,South,Returning,0,5.4,Low
1130,1440,310,0,10.1,1,271,3,1,0.333,5430,1,1,16,5,Tier 1,Home & Kitchen,Prepaid,Afternoon,Android,Local_SmallSeller,East,Returning,0,3.9,Low
10140,12280,2140,0,29.0,1,438,6,2,0.333,11510,4,2,11,4,Tier 3,Mobiles,CoD,Morning,Android,Marketplace_3P,South,Returning,0,28.7,Medium
1320,1540,220,0,5.2,1,442,7,2,0.286,20000,2,1,13,4,Tier 1,Home & Kitchen,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,0,2.3,Low
11390,14260,2870,0,14.0,2,16,1,0,0.0,3130,1,0,0,0,Tier 2,Electronics,CoD,Late_Night,Android,Marketplace_3P,North,New,0,59.0,High
5590,7350,1760,0,23.4,2,29,2,1,0.5,650,2,1,22,0,Tier 2,Electronics,Prepaid,Late_Night,iOS,Local_SmallSeller,North,Returning,0,19.6,Low
1200,1520,320,0,21.9,1,1430,14,3,0.214,25290,5,3,15,2,Tier 2,Fashion,Prepaid,Afternoon,Android,Flagship_1P,Central,Returning,0,5.2,Low
4570,5090,520,0,0.8,1,964,12,2,0.167,24760,10,2,22,0,Tier 1,Home & Kitchen,Prepaid,Late_Night,iOS,Local_SmallSeller,East,Returning,0,3.9,Low
2250,2480,230,0,11.1,1,509,8,3,0.375,18800,2,1,3,5,Tier 2,Footwear,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,13.7,Low
1970,2560,590,0,11.0,2,730,14,4,0.286,1270,6,4,20,0,Tier 1,Footwear,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,3.7,Low
2250,2580,330,0,58.2,1,156,4,0,0.0,4410,1,0,13,2,Tier 2,Grocery,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,5.4,Low
5600,6370,770,0,2.9,1,898,13,1,0.077,23610,10,1,9,3,Tier 1,Electronics,Prepaid,Morning,Android,Local_SmallSeller,Central,Returning,0,3.7,Low
2560,3150,590,0,9.6,1,180,5,1,0.2,7590,1,1,17,1,Tier 2,Footwear,Prepaid,Evening,iOS,Local_SmallSeller,West,Returning,0,5.4,Low
910,1130,220,0,3.3,1,660,8,1,0.125,6830,5,1,20,3,Tier 2,Fashion,Prepaid,Evening,iOS,Flagship_1P,Central,Returning,0,2.6,Low
560,670,110,0,7.8,1,651,9,2,0.222,26050,5,2,6,0,Tier 1,Toys,Prepaid,Morning,iOS,Marketplace_3P,East,Returning,0,1.8,Low
7670,8590,920,0,2.0,1,614,7,3,0.429,3970,2,2,15,0,Tier 2,Electronics,CoD,Afternoon,Android,Local_SmallSeller,West,Returning,0,19.6,Low
1020,1180,160,0,5.9,1,157,2,0,0.0,1660,1,0,7,2,Tier 1,Beauty,CoD,Morning,iOS,Marketplace_3P,North,Returning,0,7.3,Low
2490,2520,30,0,6.2,1,837,8,2,0.25,2110,7,2,5,6,Tier 1,Footwear,Prepaid,Morning,iOS,Marketplace_3P,East,Returning,0,2.6,Low
710,740,30,0,15.1,3,269,1,0,0.0,840,0,0,8,6,Tier 3,Footwear,CoD,Morning,iOS,Local_SmallSeller,South,New,0,28.7,Medium
10200,13650,3450,0,40.1,2,1106,10,6,0.6,2970,6,3,18,1,Tier 2,Electronics,CoD,Evening,Android,Flagship_1P,East,Returning,1,30.0,Medium
740,820,80,0,17.5,1,1070,21,3,0.143,27410,12,3,12,0,Tier 1,Toys,Prepaid,Afternoon,Android,Marketplace_3P,South,Returning,0,2.6,Low
6980,7860,880,0,5.9,1,634,8,5,0.625,7230,6,4,6,5,Tier 2,Appliances,Prepaid,Morning,Android,Local_SmallSeller,North,Returning,0,9.7,Low
11900,12570,670,0,19.1,1,155,4,0,0.0,10520,1,0,17,6,Tier 2,Electronics,Prepaid,Evening,Android,Flagship_1P,East,Returning,0,11.0,Low
6800,7120,320,0,0.9,1,503,9,2,0.222,19730,3,2,8,3,Tier 1,Appliances,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,9.7,Low
710,890,180,0,3.2,1,249,3,1,0.333,2930,2,1,21,4,Tier 1,Books,CoD,Evening,Android,Flagship_1P,Central,Returning,0,7.3,Low
2280,3050,770,0,14.2,1,159,2,1,0.5,1700,2,1,17,5,Tier 2,Beauty,CoD,Evening,Android,Marketplace_3P,West,Returning,1,14.8,Low
6080,7110,1030,0,5.4,1,1094,17,2,0.118,41590,4,2,18,0,Tier 1,Mobiles,Prepaid,Evening,Android,Flagship_1P,North,Returning,0,3.0,Low
470,500,30,40,15.5,1,1496,26,6,0.231,25700,14,6,20,3,Tier 2,Beauty,CoD,Evening,Android,Flagship_1P,West,Returning,0,7.6,Low
1080,1270,190,0,3.5,1,945,17,4,0.235,24890,8,4,22,1,Tier 1,Beauty,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,7.3,Low
1070,1350,280,0,5.7,1,548,9,1,0.111,34860,7,1,8,0,Tier 3,Footwear,CoD,Morning,Android,Marketplace_3P,North,Returning,0,8.7,Low
