order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band,rto_prob,segment,profit_no_intervention,in_top2_cohort,profit_static_fee50,dynamic_intervention,profit_dynamic
580,620,40,0,6.6,1,1211,10,1,0.1,3970,4,1,18,2,Tier 1,Beauty,CoD,Evening,Android,Local_SmallSeller,North,Returning,0,7.3,Low,0.073,Returning / Core,60.606399999999994,False,60.606399999999994,Fee_50_COD,87.034032
2410,3250,840,0,13.2,1,979,13,3,0.231,10710,3,2,23,4,Tier 1,Electronics,CoD,Late_Night,iOS,Marketplace_3P,East,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,262.29320000000007,False,262.29320000000007,Prepaid_Incentive,277.09194
1800,1820,20,0,6.4,1,1101,14,2,0.143,6730,5,2,16,2,Tier 1,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,212.904,False,212.904,Prepaid_Incentive,214.6068
14440,16120,1680,0,38.2,1,283,4,1,0.25,11330,3,1,4,2,Tier 2,Appliances,Prepaid,Late_Night,Android,Flagship_1P,South,Returning,0,11.0,Low,0.11,Returning / Core,1658.2639999999997,False,1658.2639999999997,Prepaid_Incentive,1699.2587999999998
11650,12300,650,0,14.7,1,1212,11,1,0.091,24990,9,1,23,4,Tier 2,Electronics,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,25.5,Medium,0.255,High RTO / High LTV,1253.67,False,1253.67,Prepaid_Incentive,1333.0515
11880,14920,3040,0,29.3,1,770,14,2,0.143,16120,6,2,6,4,Tier 1,Electronics,CoD,Morning,Android,Marketplace_3P,North,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,1340.4704000000002,False,1340.4704000000002,Prepaid_Incentive,1387.29168
9590,12210,2620,0,9.8,1,1129,16,6,0.375,12110,8,6,6,3,Tier 3,Electronics,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,28.7,Medium,0.287,High RTO / Low LTV,1012.0068000000002,True,816.1602840000002,Prepaid_Incentive,1088.3430600000002
440,510,70,40,7.5,1,941,8,3,0.375,5940,6,3,8,1,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,South,Returning,0,8.7,Low,0.087,Returning / Core,42.5688,False,42.5688,Fee_50_COD,73.654344
560,720,160,0,16.4,1,1207,14,3,0.214,12470,8,3,9,5,Tier 2,Toys,CoD,Morning,iOS,Local_SmallSeller,South,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,55.32719999999999,False,55.32719999999999,Fee_50_COD,83.420136
850,1030,180,0,9.4,1,14,2,2,1.0,1970,1,1,12,0,Tier 3,Beauty,CoD,Afternoon,Android,Marketplace_3P,West,Returning,1,19.6,Low,0.196,High RTO / Low LTV,75.736,False,75.736,Fee_50_COD,100.45368000000002
3140,3670,530,0,8.1,1,212,2,1,0.5,3830,2,1,7,4,Tier 2,Home & Kitchen,Prepaid,Morning,iOS,Local_SmallSeller,South,Returning,0,6.7,Low,0.067,Returning / Core,361.68479999999994,False,361.68479999999994,Prepaid_Incentive,369.9981599999999
1380,1580,200,0,7.7,3,1409,13,2,0.154,25870,5,2,7,0,Tier 1,Beauty,CoD,Morning,iOS,Flagship_1P,West,Returning,1,6.5,Low,0.065,Low RTO / High LTV,155.51199999999997,False,155.51199999999997,Prepaid_Incentive,161.06039999999996
1170,1210,40,0,13.0,1,1399,21,5,0.238,18480,10,5,9,1,Tier 1,Fashion,Prepaid,Morning,iOS,Marketplace_3P,East,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,136.58319999999998,False,136.58319999999998,Fee_50_COD,143.39541599999998
5780,6970,1190,0,38.2,1,13,2,2,1.0,2140,1,1,13,1,Tier 2,Home & Kitchen,CoD,Afternoon,Android,Marketplace_3P,North,Returning,1,26.9,Medium,0.26899999999999996,High RTO / Low LTV,604.5071999999999,False,604.5071999999999,Prepaid_Incentive,653.5082399999999
3440,4060,620,0,12.1,1,135,2,2,1.0,1700,1,1,11,6,Tier 2,Footwear,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,17.5,Low,0.175,High RTO / Low LTV,371.21999999999997,False,371.21999999999997,Prepaid_Incentive,394.08899999999994
1180,1280,100,0,7.5,2,805,7,0,0.0,6930,3,0,7,5,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,2.3,Low,0.023,Returning / Core,138.2144,False,138.2144,Fee_50_COD,144.567072
1420,1730,310,0,8.5,1,765,10,2,0.2,37270,5,2,0,6,Tier 2,Beauty,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,4.0,Low,0.04,Low RTO / High LTV,164.128,False,164.128,Prepaid_Incentive,167.5776
23120,30360,7240,0,14.4,3,947,13,0,0.0,10800,9,0,5,4,Tier 2,Mobiles,CoD,Morning,Android,Flagship_1P,West,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,2622.7295999999997,False,2622.7295999999997,Prepaid_Incentive,2706.14832
3780,4160,380,0,7.4,1,1057,7,0,0.0,13130,5,0,6,1,Tier 2,Electronics,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,4.0,Low,0.04,Returning / Core,443.552,False,443.552,Prepaid_Incentive,449.07840000000004
2430,3010,580,0,2.3,1,122,3,0,0.0,2030,1,0,18,6,Tier 1,Fashion,CoD,Evening,Android,Marketplace_3P,West,Returning,0,7.3,Low,0.073,Returning / Core,277.2044,False,277.2044,Prepaid_Incentive,285.12198
18860,22270,3410,0,2.3,2,472,5,2,0.4,8710,3,2,9,6,Tier 2,Mobiles,Prepaid,Morning,iOS,Marketplace_3P,South,Returning,0,8.7,Low,0.087,Returning / Core,2188.8671999999997,False,2188.8671999999997,Prepaid_Incentive,2229.75024
4200,5530,1330,0,4.5,1,1487,24,4,0.167,21600,12,4,4,6,Tier 3,Mobiles,CoD,Late_Night,iOS,Marketplace_3P,West,Returning,0,19.6,Low,0.196,High RTO / High LTV,451.472,True,385.4073600000001,Prepaid_Incentive,480.3624
3950,5250,1300,0,5.5,2,1471,16,1,0.062,8470,9,1,2,3,Tier 2,Beauty,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,448.974,False,448.974,Prepaid_Incentive,462.7383
15370,17840,2470,0,13.5,1,667,5,1,0.2,22070,1,1,14,4,Tier 2,Appliances,CoD,Afternoon,Android,Marketplace_3P,West,Returning,0,19.6,Low,0.196,High RTO / High LTV,1704.2992000000002,False,1704.2992000000002,Prepaid_Incentive,1781.35464
2040,2380,340,0,5.8,1,1491,21,6,0.286,38890,15,6,20,1,Tier 1,Fashion,Prepaid,Evening,Android,Marketplace_3P,West,Returning,0,2.3,Low,0.023,Low RTO / High LTV,240.6232,False,240.6232,Prepaid_Incentive,242.92044
5670,6580,910,0,5.3,1,164,5,4,0.8,4910,4,3,1,1,Tier 2,Mobiles,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,11.0,Low,0.11,Returning / Core,644.4519999999999,False,644.4519999999999,Prepaid_Incentive,664.2233999999999
9410,9490,80,0,5.3,1,390,8,3,0.375,2010,3,3,23,3,Tier 1,Mobiles,Prepaid,Late_Night,Android,Local_SmallSeller,North,Returning,0,8.7,Low,0.087,Returning / Core,1087.7531999999999,False,1087.7531999999999,Prepaid_Incentive,1110.54894
1610,1730,120,0,19.9,2,635,9,1,0.111,11720,3,1,4,0,Tier 3,Fashion,CoD,Late_Night,Android,Flagship_1P,West,Returning,0,19.6,Low,0.196,High RTO / Low LTV,160.97760000000002,False,160.97760000000002,Prepaid_Incentive,178.69992000000002
1710,2270,560,0,14.6,1,826,10,3,0.3,27120,5,3,14,1,Tier 3,Electronics,CoD,Afternoon,Android,Local_SmallSeller,South,Returning,0,19.6,Low,0.196,High RTO / High LTV,172.1936,True,173.60596800000002,Prepaid_Incentive,190.34712000000002
1360,1810,450,0,17.0,1,29,2,1,0.5,650,2,1,22,4,Tier 2,Home & Kitchen,CoD,Late_Night,iOS,Marketplace_3P,East,Returning,1,19.6,Low,0.196,High RTO / Low LTV,132.93759999999997,False,132.93759999999997,Prepaid_Incentive,149.58192
580,660,80,0,22.4,2,360,7,1,0.143,1340,2,1,2,3,Tier 3,Toys,CoD,Late_Night,Android,Marketplace_3P,East,Returning,1,20.2,Medium,0.20199999999999999,High RTO / Low LTV,44.7136,False,44.7136,Fee_50_COD,77.021568
460,470,10,40,44.8,1,715,12,3,0.25,24680,6,3,13,2,Tier 3,Beauty,CoD,Afternoon,Android,Flagship_1P,South,Returning,0,14.8,Low,0.14800000000000002,High RTO / High LTV,37.6768,False,37.6768,Fee_20_COD,52.20001599999999
790,820,30,0,6.2,1,142,3,0,0.0,6650,3,0,1,0,Tier 2,Fashion,CoD,Late_Night,Android,Local_SmallSeller,Central,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,76.77079999999998,False,76.77079999999998,Fee_50_COD,100.24160399999998
1510,1810,300,0,5.4,1,298,3,0,0.0,630,3,0,4,0,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,19.6,Low,0.196,High RTO / Low LTV,149.76160000000002,False,149.76160000000002,Prepaid_Incentive,167.05272000000002
190,220,30,40,10.0,1,736,12,4,0.333,10120,5,3,10,0,Tier 2,Toys,CoD,Morning,iOS,Flagship_1P,North,Returning,0,8.7,Low,0.087,Returning / Core,13.438799999999999,False,13.438799999999999,Fee_50_COD,51.70244399999999
1130,1450,320,0,13.9,1,602,6,3,0.5,6170,5,3,8,5,Tier 3,Footwear,CoD,Morning,Android,Flagship_1P,East,Returning,1,16.8,Low,0.168,High RTO / Low LTV,111.20640000000003,False,111.20640000000003,Fee_50_COD,126.83203200000003
1380,1690,310,0,26.7,1,47,1,0,0.0,2770,1,0,12,6,Tier 3,Fashion,CoD,Afternoon,Android,Marketplace_3P,West,New,1,26.9,Medium,0.26899999999999996,High RTO / Low LTV,123.85119999999998,False,123.85119999999998,Prepaid_Incentive,146.81303999999997
16920,22350,5430,0,20.6,1,297,3,1,0.333,4920,2,1,15,2,Tier 2,Electronics,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,11.0,Low,0.11,Returning / Core,1944.952,False,1944.952,Prepaid_Incentive,1991.9484
690,830,140,0,14.0,1,1128,19,1,0.053,35710,14,1,8,2,Tier 1,Grocery,Prepaid,Morning,iOS,Local_SmallSeller,South,Returning,0,2.3,Low,0.023,Low RTO / High LTV,79.86519999999999,False,79.86519999999999,Fee_20_COD,88.13014899999997
660,850,190,0,6.1,1,118,2,0,0.0,2100,1,0,17,0,Tier 1,Grocery,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,75.91359999999999,False,75.91359999999999,Fee_50_COD,97.82956800000001
11460,11870,410,0,1.6,1,415,3,1,0.333,2520,2,1,8,0,Tier 2,Electronics,CoD,Morning,Android,Local_SmallSeller,North,Returning,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,1262.4031999999997,False,1262.4031999999997,Prepaid_Incentive,1324.4414399999998
1340,1690,350,0,6.5,1,591,6,2,0.333,21870,3,2,11,3,Tier 2,Beauty,CoD,Morning,Android,Marketplace_3P,East,Returning,0,8.7,Low,0.087,Low RTO / High LTV,147.4368,False,147.4368,Prepaid_Incentive,154.78656
3330,3920,590,0,7.0,1,251,5,1,0.2,3950,1,1,14,5,Tier 3,Home & Kitchen,Prepaid,Afternoon,Android,Local_SmallSeller,South,Returning,0,7.6,Low,0.076,Returning / Core,381.8768,False,381.8768,Prepaid_Incentive,391.62456000000003
6800,6870,70,0,12.8,1,799,8,1,0.125,13750,4,1,12,6,Tier 3,Appliances,CoD,Afternoon,Android,Marketplace_3P,South,Returning,1,14.8,Low,0.14800000000000002,High RTO / Low LTV,760.944,False,760.944,Prepaid_Incentive,791.2248
3370,3590,220,0,13.0,1,108,4,0,0.0,4200,1,0,23,6,Tier 3,Home & Kitchen,Prepaid,Late_Night,Android,Flagship_1P,South,Returning,0,8.7,Low,0.087,Returning / Core,383.97240000000005,False,383.97240000000005,Prepaid_Incentive,395.20758
640,850,210,0,19.0,2,517,5,0,0.0,5730,2,0,14,0,Tier 2,Toys,CoD,Afternoon,Android,Flagship_1P,North,Returning,0,11.0,Low,0.11,Returning / Core,62.98399999999998,False,62.98399999999998,Fee_50_COD,89.39591999999999
1310,1330,20,0,1.0,1,1179,15,2,0.133,14810,10,2,18,0,Tier 1,Beauty,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,154.4568,False,154.4568,Fee_50_COD,156.671784
710,910,200,0,20.2,1,944,12,5,0.417,2740,7,5,19,1,Tier 1,Fashion,Prepaid,Evening,Android,Marketplace_3P,West,Returning,0,4.0,Low,0.04,Returning / Core,80.064,False,80.064,Fee_50_COD,101.16431999999999
14110,18760,4650,0,4.6,1,1197,15,1,0.067,25910,8,1,22,5,Tier 2,Electronics,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,19.6,Low,0.196,High RTO / High LTV,1562.9775999999997,False,1562.9775999999997,Prepaid_Incentive,1634.5999199999999
19690,22180,2490,0,41.1,1,1075,11,1,0.091,17300,9,1,5,5,Tier 3,Mobiles,CoD,Morning,Android,Flagship_1P,East,Returning,0,24.7,Medium,0.247,High RTO / Low LTV,2143.5628,True,1674.4805640000006,Prepaid_Incentive,2264.1432600000003
1960,1970,10,0,5.9,1,837,9,0,0.0,26660,7,0,12,4,Tier 2,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,West,Returning,0,3.7,Low,0.037000000000000005,Low RTO / High LTV,228.59920000000002,False,228.59920000000002,Prepaid_Incentive,232.22964000000002
1120,1200,80,0,7.8,1,569,5,0,0.0,4480,4,0,9,6,Tier 1,Beauty,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,6.7,Low,0.067,Returning / Core,124.69839999999998,False,124.69839999999998,Fee_50_COD,135.18799199999998
510,510,0,0,11.7,1,1362,10,0,0.0,30010,8,0,5,1,Tier 1,Toys,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,1.8,Low,0.018000000000000002,Low RTO / High LTV,59.0328,False,59.0328,Fee_20_COD,69.84998599999999
2110,2690,580,0,4.4,1,778,8,1,0.125,10450,5,1,11,0,Tier 3,Footwear,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,3.9,Low,0.039,Returning / Core,246.00840000000002,False,246.00840000000002,Prepaid_Incentive,249.96378
540,680,140,0,4.4,1,412,6,2,0.333,3750,3,2,5,5,Tier 2,Grocery,CoD,Morning,Android,Flagship_1P,Central,Returning,1,8.7,Low,0.087,Returning / Core,54.22080000000001,False,54.22080000000001,Fee_50_COD,82.43510400000001
8280,9550,1270,0,8.8,1,982,13,0,0.0,46840,11,0,5,2,Tier 3,Appliances,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,5.5,Low,0.055,Low RTO / High LTV,969.8839999999999,False,969.8839999999999,Prepaid_Incentive,982.9277999999999
15010,16600,1590,0,11.0,1,1084,13,1,0.077,16530,7,1,23,4,Tier 3,Electronics,CoD,Late_Night,Android,Marketplace_3P,South,Returning,1,54.7,High,0.547,High RTO / Low LTV,1418.0811999999999,True,1150.035156,Prepaid_Incentive,1628.7965399999998
1220,1290,70,0,35.5,1,974,11,2,0.182,32670,3,2,3,2,Tier 3,Beauty,CoD,Late_Night,iOS,Marketplace_3P,North,Returning,1,19.6,Low,0.196,High RTO / High LTV,117.23519999999998,False,117.23519999999998,Prepaid_Incentive,133.27584
560,740,180,0,6.0,1,869,7,3,0.429,5110,5,3,15,1,Tier 2,Beauty,Prepaid,Afternoon,Android,Flagship_1P,West,Returning,0,4.0,Low,0.04,Returning / Core,62.30399999999999,False,62.30399999999999,Fee_50_COD,87.81551999999999
2140,2260,120,0,10.6,2,771,8,1,0.125,17750,4,1,20,2,Tier 2,Fashion,Prepaid,Evening,Android,Local_SmallSeller,East,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,247.14879999999994,False,247.14879999999994,Prepaid_Incentive,252.45695999999995
820,940,120,0,10.5,1,1169,14,1,0.071,12130,7,1,22,0,Tier 2,Books,CoD,Late_Night,iOS,Local_SmallSeller,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,85.51840000000001,False,85.51840000000001,Fee_50_COD,106.18459200000001
1370,1600,230,0,3.2,2,1198,13,4,0.308,19820,4,4,19,2,Tier 1,Fashion,CoD,Evening,Android,Marketplace_3P,East,Returning,0,6.7,Low,0.067,Returning / Core,154.02839999999998,False,154.02839999999998,Prepaid_Incentive,159.73278
6650,6660,10,0,11.0,1,310,7,3,0.429,11530,3,2,1,0,Tier 2,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,8.7,Low,0.087,Returning / Core,766.158,False,766.158,Prepaid_Incentive,783.6711
4810,5670,860,0,13.8,1,751,9,0,0.0,24850,4,0,5,0,Tier 2,Electronics,CoD,Morning,Android,Marketplace_3P,North,Returning,0,11.0,Low,0.11,Low RTO / High LTV,545.0360000000001,False,545.0360000000001,Prepaid_Incentive,562.7262000000001
370,390,20,60,10.8,1,157,5,0,0.0,420,1,0,7,5,Tier 1,Grocery,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,7.6,Low,0.076,Returning / Core,35.67519999999999,False,35.67519999999999,Fee_50_COD,68.303376
700,750,50,0,23.0,1,1487,19,1,0.053,82180,17,1,12,2,Tier 1,Beauty,Prepaid,Afternoon,Android,Local_SmallSeller,Central,Returning,0,3.7,Low,0.037000000000000005,Low RTO / High LTV,79.264,False,79.264,Fee_20_COD,87.72567999999998
1980,2370,390,0,11.5,2,905,14,1,0.071,41000,8,1,8,3,Tier 3,Footwear,Prepaid,Morning,Android,Flagship_1P,South,Returning,1,4.0,Low,0.04,Low RTO / High LTV,230.43199999999996,False,230.43199999999996,Prepaid_Incentive,234.37439999999998
2480,2940,460,0,13.1,1,762,13,5,0.385,12980,9,5,19,1,Tier 2,Toys,CoD,Evening,Android,Flagship_1P,West,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,278.2776,False,278.2776,Prepaid_Incentive,288.90492
340,420,80,0,44.5,2,1125,16,4,0.25,16400,5,4,11,3,Tier 3,Beauty,CoD,Morning,Android,Marketplace_3P,West,Returning,0,19.6,Low,0.196,High RTO / Low LTV,18.534399999999998,False,18.534399999999998,Fee_50_COD,57.072672
9030,12140,3110,0,11.1,1,545,3,1,0.333,3360,3,1,14,4,Tier 2,Home & Kitchen,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,19.6,Low,0.196,High RTO / Low LTV,993.2047999999999,False,993.2047999999999,Prepaid_Incentive,1042.9221599999998
780,850,70,0,21.2,2,440,6,2,0.333,5880,2,1,13,3,Tier 2,Fashion,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,74.1824,False,74.1824,Fee_50_COD,98.46691200000002
7470,8840,1370,0,4.0,2,1284,13,4,0.308,41540,3,2,19,3,Tier 2,Appliances,CoD,Evening,iOS,Marketplace_3P,North,Returning,0,12.3,Low,0.12300000000000001,Low RTO / High LTV,847.3475999999998,False,847.3475999999998,Prepaid_Incentive,874.3264199999999
290,320,30,0,2.9,1,831,5,3,0.6,6250,2,2,16,5,Tier 2,Books,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,0,4.0,Low,0.04,Returning / Core,30.336,False,30.336,Fee_50_COD,63.787679999999995
960,1050,90,0,12.4,2,397,5,2,0.4,19970,4,2,14,2,Tier 2,Toys,CoD,Afternoon,iOS,Local_SmallSeller,West,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,96.23919999999998,False,96.23919999999998,Fee_50_COD,114.95469599999998
1220,1590,370,0,1.2,1,401,5,1,0.2,2480,3,1,7,3,Tier 2,Toys,CoD,Morning,Android,Marketplace_3P,East,Returning,0,7.6,Low,0.076,Returning / Core,135.0912,False,135.0912,Fee_50_COD,143.175456
280,350,70,0,6.2,3,662,13,1,0.077,6110,9,1,1,5,Tier 2,Books,Prepaid,Late_Night,Android,Local_SmallSeller,South,Returning,0,4.0,Low,0.04,Returning / Core,29.151999999999994,False,29.151999999999994,Fee_50_COD,62.89776000000001
1590,1830,240,0,24.6,1,289,3,1,0.333,1560,2,1,7,6,Tier 3,Fashion,CoD,Morning,iOS,Marketplace_3P,South,Returning,0,19.6,Low,0.196,High RTO / Low LTV,158.7344,False,158.7344,Prepaid_Incentive,176.37048000000001
2100,2150,50,0,19.2,2,550,6,0,0.0,13760,4,0,0,5,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,South,Returning,1,20.2,Medium,0.20199999999999999,High RTO / Low LTV,214.832,False,214.832,Prepaid_Incentive,235.2744
1290,1330,40,0,5.3,1,62,1,0,0.0,1190,0,0,14,2,Tier 1,Fashion,CoD,Afternoon,Android,Marketplace_3P,Central,New,0,11.6,Low,0.11599999999999999,New Users,137.2144,False,137.2144,Prepaid_Incentive,146.88648
1940,1990,50,0,8.7,1,549,8,0,0.0,11950,3,0,15,2,Tier 2,Fashion,CoD,Afternoon,Android,Local_SmallSeller,South,Returning,0,8.7,Low,0.087,Returning / Core,217.3488,False,217.3488,Prepaid_Incentive,225.84696000000002
1080,1190,110,0,1.4,1,753,12,6,0.5,10390,7,6,21,6,Tier 1,Footwear,Prepaid,Evening,Android,Flagship_1P,Central,Returning,0,2.3,Low,0.023,Returning / Core,126.30640000000002,False,126.30640000000002,Fee_50_COD,135.62503200000003
560,640,80,0,7.0,1,971,10,1,0.1,400,5,1,0,3,Tier 1,Grocery,CoD,Late_Night,iOS,Marketplace_3P,South,Returning,1,7.6,Low,0.076,Returning / Core,57.89759999999999,False,57.89759999999999,Fee_50_COD,85.03948799999999
2000,2220,220,0,26.8,1,669,7,0,0.0,19350,6,0,2,4,Tier 2,Toys,CoD,Late_Night,Android,Flagship_1P,West,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,215.34,False,215.34,Prepaid_Incentive,228.903
27750,30370,2620,0,19.2,1,13,2,0,0.0,5270,1,0,10,1,Tier 2,Mobiles,CoD,Morning,Android,Flagship_1P,North,Returning,0,24.7,Medium,0.247,High RTO / Low LTV,3031.13,False,3031.13,Prepaid_Incentive,3195.5085
3920,4740,820,0,4.8,1,1344,13,7,0.538,5000,5,4,9,3,Tier 1,Electronics,Prepaid,Morning,iOS,Flagship_1P,East,Returning,0,4.0,Low,0.04,Returning / Core,460.12800000000004,False,460.12800000000004,Prepaid_Incentive,465.7776
630,780,150,0,18.8,1,826,13,2,0.154,20590,6,2,9,4,Tier 1,Fashion,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,7.3,Low,0.073,Returning / Core,66.46039999999999,False,66.46039999999999,Fee_50_COD,91.44205200000002
2900,3540,640,0,15.8,1,1089,8,0,0.0,20060,3,0,7,0,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,3.6,Low,0.036000000000000004,Returning / Core,340.224,False,340.224,Prepaid_Incentive,344.5008
2860,2890,30,0,7.2,3,330,6,0,0.0,8410,4,0,18,1,Tier 2,Footwear,CoD,Evening,Android,Marketplace_3P,West,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,322.4031999999999,False,322.4031999999999,Prepaid_Incentive,333.8414399999999
830,1010,180,0,26.4,1,1249,16,0,0.0,11680,4,0,15,3,Tier 1,Beauty,Prepaid,Afternoon,Android,Marketplace_3P,South,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,96.13680000000001,False,96.13680000000001,Fee_50_COD,113.01818400000003
10480,11780,1300,0,10.6,1,251,5,1,0.2,3000,2,1,16,4,Tier 3,Appliances,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,0,25.5,Medium,0.255,High RTO / Low LTV,1125.204,False,1125.204,Prepaid_Incentive,1198.0218
840,1080,240,0,18.4,1,124,1,0,0.0,2130,0,0,20,2,Tier 2,Beauty,Prepaid,Evening,Android,Marketplace_3P,South,New,0,7.6,Low,0.076,New Users,90.64639999999999,False,90.64639999999999,Fee_50_COD,109.703232
320,400,80,0,7.0,1,195,3,2,0.667,5950,1,1,19,5,Tier 2,Grocery,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,32.53439999999999,False,32.53439999999999,Fee_50_COD,65.604672
340,440,100,0,2.8,1,412,6,2,0.333,3750,3,2,5,3,Tier 2,Books,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,8.7,Low,0.087,Returning / Core,30.9168,False,30.9168,Fee_50_COD,64.873584
330,430,100,0,17.0,2,1270,12,0,0.0,13130,8,0,6,1,Tier 3,Toys,CoD,Morning,Android,Marketplace_3P,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,28.619599999999995,False,28.619599999999995,Fee_50_COD,63.282348
23760,29540,5780,0,19.8,1,443,8,2,0.25,6560,6,2,2,3,Tier 3,Mobiles,Prepaid,Late_Night,Android,Local_SmallSeller,Central,Returning,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,2639.0192,False,2639.0192,Prepaid_Incentive,2755.71864
8040,9000,960,0,22.1,1,1248,10,2,0.2,6100,6,2,2,0,Tier 3,Appliances,CoD,Late_Night,Android,Flagship_1P,Central,Returning,0,30.0,Medium,0.3,High RTO / Low LTV,838.32,False,838.32,Prepaid_Incentive,907.884
330,330,0,60,6.5,1,186,2,1,0.5,8280,1,1,8,6,Tier 2,Beauty,CoD,Morning,iOS,Flagship_1P,North,Returning,0,11.0,Low,0.11,Returning / Core,27.147999999999996,False,27.147999999999996,Fee_50_COD,62.35524000000001
640,770,130,0,6.7,1,35,1,0,0.0,770,1,0,11,6,Tier 1,Beauty,Prepaid,Morning,Android,Marketplace_3P,West,New,0,4.0,Low,0.04,New Users,71.77599999999998,False,71.77599999999998,Fee_50_COD,94.93487999999999
5940,6700,760,0,19.1,1,62,2,2,1.0,1630,1,1,15,0,Tier 3,Electronics,CoD,Afternoon,iOS,Flagship_1P,North,Returning,0,43.3,Medium,0.433,High RTO / Low LTV,566.6192000000001,True,483.0060960000002,Prepaid_Incentive,647.0186400000001
2220,2230,10,0,12.9,1,751,14,1,0.071,20610,9,1,8,4,Tier 1,Home & Kitchen,CoD,Morning,iOS,Marketplace_3P,North,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,256.2048,False,256.2048,Prepaid_Incentive,261.81215999999995
880,980,100,0,7.5,1,657,9,2,0.222,12890,5,2,8,1,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,2.3,Low,0.023,Returning / Core,102.49040000000001,False,102.49040000000001,Fee_50_COD,117.740952
870,1160,290,0,9.5,3,338,8,1,0.125,5920,2,1,2,3,Tier 2,Beauty,CoD,Late_Night,Android,Local_SmallSeller,West,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,85.9324,False,85.9324,Fee_50_COD,107.16541200000003
360,480,120,60,50.0,1,250,9,3,0.333,26610,3,2,11,4,Tier 3,Grocery,CoD,Morning,iOS,Flagship_1P,North,Returning,0,17.5,Low,0.175,High RTO / High LTV,23.180000000000003,False,23.180000000000003,Fee_20_COD,39.68385
2630,2920,290,0,21.8,1,694,6,3,0.5,11830,5,3,22,2,Tier 3,Footwear,CoD,Late_Night,iOS,Marketplace_3P,North,Returning,0,26.7,Medium,0.267,High RTO / Low LTV,260.8116,False,260.8116,Prepaid_Incentive,290.94522
